hyperlink,img,Hotel Name,Location,description,Facilities,Star Rating,Review,Review Number,Price
"https://www.agoda.com//h22140008/hotel/all/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&tspTypes=16,8&los=7&searchrequestid=c9edfe18-12db-42aa-a08c-a0936685a732",https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/284602198.jpg?k=7699be69110e7d3c968f6a04cd7d7fc6559952d63bb53bf9513eea00a6ea596d&o=,楓情汽車旅館,"Ziyou Road 622號, Pingtung City, Pingtung, Taiwan, 900 ","Conveniently situated in the Pingtung City part of Pingtung, this property puts you close to attractions and interesting dining options.","Car park,Free Wi-Fi in all rooms!,Front desk [24-hour],Luggage storage,Check-in/out [private],Laundry service,Room service,Wi-Fi in public areas",Not available,7.7Very good,439,1312
https://www.agoda.com//pingnan-club-homestay/hotel/all/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&los=7&searchrequestid=c9edfe18-12db-42aa-a08c-a0936685a732,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/228469760.jpg?k=378234eeac1d362815b96680a13a0fc2cfb8a0e8397b1d7108f201e2e3d59e04&o=,枋寮屏南會館,"Fangliao, Pingtung, Taiwan ","Conveniently situated in the Fangliao part of Pingtung, this property puts you close to attractions and interesting dining options.","Car park,Free Wi-Fi in all rooms!,Check-in/out [express],Bicycles,Wi-Fi in public areas,Smoke-free property,First aid kit,Temperature check for guests and staff",Not available,8.3Excellent,176,1422
https://www.agoda.com//duke-369/hotel/all/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&los=7&searchrequestid=cc623997-5469-46ed-b666-8044dd91b467,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/315553616.jpg?k=8d95efc9e66eb1e036aecbe330998efd532ab4d0ca2cc995aaca3f37e282d26e&o=,Duke 369,"Donggang, Pingtung, Taiwan ","Conveniently situated in the Donggang part of Pingtung, this property puts you close to attractions and interesting dining options.","Airport transfer,Car park,Free Wi-Fi in all rooms!,Check-in/out [express],BBQ facilities,Game room,Bicycles,Coffee shop",Not available,9.9Exceptional,19,12084
https://www.agoda.com//discovery-secret-b-b/hotel/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&los=7&searchrequestid=c9edfe18-12db-42aa-a08c-a0936685a732,https://pix8.agoda.net/hotelImages/433/433237/433237_15082717430035215282.jpg?ca=5&ce=1&s=1024x768,Discovery Secret B&B,"Linbian, Pingtung, Taiwan ","The car parking and the Wi-Fi are always free, so you can stay in touch and come and go as you please. Conveniently situated in the Linbian part of Pingtung, this property puts you close to attractions and interesting dining options. Don't leave before paying a visit to the famous Dapeng Bay National Scenic Area.  This 3-star property is packed with in-house facilities to improve the quality and joy of your stay.","Car park,Free Wi-Fi in all rooms!,Check-in/out [express],Luggage storage,Breakfast [free],Tours,Wi-Fi in public areas,Family room",3,8.5Excellent,799,1989
"https://www.agoda.com//all-ur-boutique-motel-ping-tung-branch/hotel/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&tspTypes=4,16,8&los=7&searchrequestid=c9edfe18-12db-42aa-a08c-a0936685a732",https://pix8.agoda.net/hotelImages/237/237023/237023_16090515020046104607.jpg?ca=6&ce=1&s=1024x768,All-Ur Boutique Motel-Ping Tung Branch,"No.479, Jian-Kuo Rd, Pingtung City, Pingtung, Taiwan, 90093 ","Get your trip off to a great start with a stay at this property, which offers free Wi-Fi in all rooms. Conveniently situated in the Pingtung City part of Pingtung, this property puts you close to attractions and interesting dining options. Don't leave before paying a visit to the famous Dapeng Bay National Scenic Area.  Rated with 4 stars, this high-quality property provides guests with access to restaurant, hot tub and steamroom on-site.","Car park,Free Wi-Fi in all rooms!,Front desk [24-hour],Luggage storage,Hot tub,Steamroom,Spa,Room service [24-hour]",4,8.1Excellent,1726,1398
https://www.agoda.com//sail-hotel_2/hotel/all/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&los=7&searchrequestid=899283bb-37eb-4d15-b8ec-8cedbd920d11,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/485618406.jpg?k=89206e7ba7f5aebbfaa7e56dc2b8bac959cac0e462ad13531633b0180a80b4f8&o=,緩慢大鵬灣,"No.139, Nanping Rd., Donggang, Pingtung, Taiwan, 928 ","Conveniently situated in the Donggang part of Pingtung, this property puts you close to attractions and interesting dining options.","Car park,Free Wi-Fi in all rooms!,Luggage storage,Check-in/out [private],Bicycles,Restaurants,Tours,Wi-Fi in public areas",Not available,9.1Exceptional,28,4737
https://www.agoda.com//no-8-homestay/hotel/all/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&tspTypes=16&los=7&searchrequestid=c9edfe18-12db-42aa-a08c-a0936685a732,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/384531924.jpg?k=23ac6b80124e3fbaf545561f6b01151e81046ebcea7731363ac961f8e8d29506&o=,No 8 Homestay,"Chaozhou, Pingtung, Taiwan ","Conveniently situated in the Chaozhou part of Pingtung, this property puts you close to attractions and interesting dining options.","Car park,Check-in/out [express],Family room,Smoke-free property,Staff trained in safety protocol,Physical distancing of at least 1 meter,Shared stationery removed,Safety/security feature",Not available,8.3Excellent,99,1583
https://www.agoda.com//feng-jing-yuan/hotel/all/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&los=7&searchrequestid=c9edfe18-12db-42aa-a08c-a0936685a732,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/500079798.jpg?k=378c44ccbd84638dc6f1f7f7ad79c5a381ff278015832eb75a9b220637972249&o=,Feng Jing Yuan,"Linluo Township, Pingtung, Taiwan ","Conveniently situated in the Linluo Township part of Pingtung, this property puts you close to attractions and interesting dining options.","Car park,Free Wi-Fi in all rooms!,Wi-Fi in public areas,Family room,Smoke-free property,CCTV outside property,CCTV in common areas,Fire extinguisher",Not available,5.4Review score,1,16190
https://www.agoda.com//h55194758/hotel/all/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&tspTypes=16&los=7&searchrequestid=c9edfe18-12db-42aa-a08c-a0936685a732,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/547634963.jpg?k=a3f1f0049f4bb19d5659227cc935defae562896590a7ff59969620d7618781a0&o=,Nanyang Style B&B,"Chaozhou, Pingtung, Taiwan ","Conveniently situated in the Chaozhou part of Pingtung, this property puts you close to attractions and interesting dining options.","Car park,Free Wi-Fi in all rooms!,Contactless check-in/out,Hot tub,Safety deposit boxes,Wi-Fi in public areas,Family room,Smoke-free property",Not available,8.8Excellent,2,1609
https://www.agoda.com//grace-house-homestay-2_2/hotel/all/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&los=7&searchrequestid=cc623997-5469-46ed-b666-8044dd91b467,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/222407841.jpg?k=f057b8bed42855cc5919c32c8df20ef7fc4f7350a42c6e08d47d2ebddd257542&o=,Grace House Homestay 2,"Majia Township, Pingtung, Taiwan ","Conveniently situated in the Majia Township part of Pingtung, this property puts you close to attractions and interesting dining options.","Car park,Free Wi-Fi in all rooms!,Wi-Fi in public areas,Family room,Smoke-free property,Air conditioning in public area,Non-smoking rooms,Internet services",Not available,9.1Exceptional,13,5773
https://www.agoda.com//fang-ju-backpackers/hotel/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&los=7&searchrequestid=cc623997-5469-46ed-b666-8044dd91b467,https://pix8.agoda.net/hotelImages/14653233/0/87e1632785315891f374a4bb7ffb17fe.jpg?ce=0&s=1024x768,Fang Ju Backpackers 枋居背包客棧-背包客房(共用衛浴）,"Fangliao, Pingtung, Taiwan ","Conveniently situated in the Fangliao part of Pingtung, this property puts you close to attractions and interesting dining options. Don't leave before paying a visit to the famous Dapeng Bay National Scenic Area.  This 5-star property is packed with in-house facilities to improve the quality and joy of your stay.","Wi-Fi in public areas,Smoke-free property,Facilities for disabled guests,Body wash,Fans (ceiling or portable),English,Chinese [Mandarin]",5,7.9Very good,16,383
"https://www.agoda.com//old-street-little-house/hotel/all/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&tspTypes=16,-1&los=7&searchrequestid=cc623997-5469-46ed-b666-8044dd91b467",https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/508256816.jpg?k=61488cc46d35e277277148ebc5099c6751459f50cc6d41003d319297425bb18f&o=,Old street little house,"Chaozhou, Pingtung, Taiwan ","Conveniently situated in the Chaozhou part of Pingtung, this property puts you close to attractions and interesting dining options.","Car park,Free Wi-Fi in all rooms!,Luggage storage,Contactless check-in/out,Bicycles,Wi-Fi in public areas,Family room,Smoke-free property",Not available,8.2Excellent,98,1619
https://www.agoda.com//h16389291/hotel/tainan-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&tspTypes=16&los=7&searchrequestid=c9edfe18-12db-42aa-a08c-a0936685a732,https://pix8.agoda.net/hotelImages/21604029/-1/b6a7654cc34d4a3853cab5769519941f.jpg?ca=16&ce=1&s=1024x768,Tong Hsin Hotel,"光復路18號, Pingtung City, Pingtung, Taiwan, 90078 ","Strategically situated in Pingtung City, allowing you access and proximity to local attractions and sights. Don't leave before paying a visit to the famous Dapeng Bay National Scenic Area.  This 3-star property is packed with in-house facilities to improve the quality and joy of your stay.","Car park,Front desk [24-hour],Luggage storage,Room service,Security [24-hour],Smoke-free property,Body thermometer,Doctor/nurse on call",3,7.5Very good,151,1340
https://www.agoda.com//yudali-hr-motel/hotel/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&tspTypes=9&los=7&searchrequestid=c9edfe18-12db-42aa-a08c-a0936685a732,https://pix8.agoda.net/hotelImages/519/519511/519511_13082817430014713418.jpg?ca=0&ce=1&s=1024x768,Yudali HR Motel,"No.501, Xingdong Rd., Donggang Township, Donggang, Pingtung, Taiwan, 928 ","The car parking and the Wi-Fi are always free, so you can stay in touch and come and go as you please. Conveniently situated in the Donggang part of Pingtung, this property puts you close to attractions and interesting dining options. Don't leave before paying a visit to the famous Dapeng Bay National Scenic Area.  Restaurant, hot tub and steamroom are among the special facilities that will enhance your stay with on-site convenience. ","Front desk [24-hour],Bicycle rental,Car park,Free Wi-Fi in all rooms!,Hot tub,Kids club,Luggage storage,Check-in/out [private]",2.5,7.9Very good,320,1504
https://www.agoda.com//ouge-boutique-motel-pingtung/hotel/all/pingtung-tw.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1891473&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2024-06-8&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=3&showReviewSubmissionEntry=false&currencyCode=TWD&isFreeOccSearch=false&tag=a7b18665-a99b-a319-1ff1-fb95c7d3fe4a&los=7&searchrequestid=899283bb-37eb-4d15-b8ec-8cedbd920d11,https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/114935888.jpg?k=d87932f2be61f2e40ecb3bde378ccd28e5a329c73271250be510a65d2cfc67fa&o=,OUGE Boutique Motel - Pingtung,"No. 111, Zhongxiao Street, Jiuru Township, Pingtung, Taiwan, 904 ","Conveniently situated in the Jiuru Township part of Pingtung, this property puts you close to attractions and interesting dining options.","Car park,Free Wi-Fi in all rooms!,Front desk [24-hour],Luggage storage,Room service,Wi-Fi in public areas,Family room,Daily housekeeping",Not available,8.1Excellent,139,1906
